,week,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,precipitation,max_temperature,min_temperature,8012,8022
2018-08-04,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.6,20.4,14.2,1202.0,1219.0
2018-08-05,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,19.8,14.5,420.0,673.0
2018-08-06,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.1,15.1,13.2,456.0,3413.0
2018-08-07,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5,17.8,12.0,3685.0,3342.0
2018-08-08,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.0,12.9,3743.0,3687.0
2018-08-09,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.2,24.6,15.2,3768.0,3541.0
2018-08-10,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,20.7,10.2,3825.0,3623.0
2018-08-11,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,22.8,10.5,1450.0,1585.0
2018-08-12,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,19.2,10.5,291.0,388.0
2018-08-13,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,21.4,10.1,3694.0,3605.0
2018-08-14,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.9,10.0,4093.0,3313.0
2018-08-15,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.8,12.7,3191.0,3125.0
2018-08-16,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,17.3,13.8,3714.0,3331.0
2018-08-17,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,17.4,13.5,3254.0,3236.0
2018-08-18,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,22.2,13.0,1551.0,1301.0
2018-08-19,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.7,13.7,357.0,444.0
2018-08-20,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,27.8,14.4,3808.0,3765.0
2018-08-21,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,28.8,14.2,3820.0,3763.0
2018-08-22,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,26.5,14.9,3915.0,3605.0
2018-08-25,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.8,22.4,16.3,1567.0,1838.0
2018-08-26,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,16.8,11.3,313.0,397.0
2018-08-27,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,16.8,11.2,3477.0,3287.0
2018-08-28,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,24.8,12.6,3752.0,3623.0
2018-08-29,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,25.7,13.9,3652.0,3604.0
2018-08-30,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,29.2,14.5,3778.0,3568.0
2018-08-31,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,29.8,15.9,3361.0,3111.0
2018-09-02,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,31.4,16.3,698.0,785.0
2018-09-03,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.0,15.1,2779.0,2678.0
2018-09-04,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,17.2,12.0,2911.0,2901.0
2018-09-05,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.2,16.0,11.1,2893.0,2779.0
2018-09-06,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,22.1,9.8,2636.0,2533.0
2018-09-07,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,27.2,11.4,358.0,395.0
2018-09-08,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.4,12.0,485.0,506.0
2018-09-09,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.5,13.0,294.0,297.0
2018-09-10,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,25.0,13.9,3557.0,3402.0
2018-09-11,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,24.0,14.2,3809.0,3673.0
2018-09-12,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.7,14.9,3721.0,3504.0
2018-09-13,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.8,15.1,3844.0,3463.0
2018-09-15,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,23.4,16.0,1182.0,1236.0
2018-09-16,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,23.0,15.0,367.0,396.0
2018-09-17,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,19.5,14.7,3596.0,3309.0
2018-09-18,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,23.9,14.9,3700.0,3340.0
2018-09-19,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,29.9,18.9,345.0,3457.0
2018-09-20,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,25.0,18.1,3538.0,3437.0
2018-09-21,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,27.7,17.4,3567.0,3345.0
2018-09-23,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,32.4,16.4,426.0,474.0
2018-09-24,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,33.5,16.5,3614.0,3196.0
2018-09-25,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,26.4,16.4,3775.0,3465.0
2018-09-26,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,32.2,18.3,3713.0,3611.0
2018-09-27,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,28.8,19.5,3743.0,3373.0
2018-09-28,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.1,22.2,18.8,3324.0,3267.0
2018-09-29,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.2,18.4,1093.0,1126.0
2018-09-30,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,28.9,19.2,412.0,473.0
2018-10-01,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.5,25.2,18.9,3464.0,3214.0
2018-10-02,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2,30.9,17.8,3816.0,3695.0
2018-10-03,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,31.9,19.9,3858.0,3691.0
2018-10-04,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,23.0,18.2,3825.0,3602.0
2018-10-05,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,18.6,13.8,3675.0,3258.0
2018-10-06,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,17.8,13.8,1212.0,1168.0
2018-10-07,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,19.4,15.4,360.0,329.0
2018-10-08,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.6,21.7,16.2,3632.0,3225.0
2018-10-09,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.2,28.3,18.7,3819.0,3595.0
2018-10-10,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2,28.6,19.8,3882.0,3679.0
2018-10-11,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,20.8,18.1,3784.0,3480.0
2018-10-12,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,27.3,18.2,628.0,612.0
2018-10-13,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30.4,18.9,543.0,587.0
2018-10-14,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6.8,20.6,17.1,312.0,315.0
2018-10-16,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,24.9,17.2,3718.0,3575.0
2018-10-17,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,29.5,18.0,3669.0,3287.0
2018-10-18,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.7,29.9,18.9,3630.0,3316.0
2018-10-19,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.9,21.1,17.1,3852.0,3379.0
2018-10-20,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,21.9,14.4,1265.0,1227.0
2018-10-21,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,22.0,12.8,92.0,3329.0
2018-10-22,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,28.3,15.2,3753.0,3340.0
2018-10-23,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,30.2,16.0,157.0,6.0
2018-10-24,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,19.5,17.2,3644.0,3219.0
2018-10-25,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.6,21.4,17.2,3741.0,3318.0
2018-10-26,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,25.4,17.5,294.0,314.0
2018-10-27,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8,25.6,19.3,1109.0,1219.0
2018-10-28,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.2,19.5,14.0,304.0,286.0
2018-10-29,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1,21.0,13.4,3106.0,196.0
2018-10-30,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,28.0,15.6,3648.0,3268.0
2018-10-31,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,31.4,16.7,3557.0,3302.0
2018-11-01,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.2,27.9,18.1,3960.0,3520.0
2018-11-02,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,27.2,18.2,624.0,598.0
2018-11-03,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,31.4,19.1,504.0,509.0
2018-11-04,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,22.8,17.2,25.0,47.0
2018-11-05,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,21.2,15.1,3495.0,3235.0
2018-11-06,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,23.2,15.9,4.0,3477.0
2018-11-07,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,23.2,16.2,3732.0,3332.0
2018-11-08,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.4,20.8,15.8,3819.0,3354.0
2018-11-09,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,24.4,16.2,3354.0,195.0
2018-11-11,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,28.6,19.2,397.0,513.0
2018-11-13,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.2,19.4,3906.0,3499.0
2018-11-14,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,32.5,23.4,3817.0,3245.0
2018-11-15,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,29.7,20.8,437.0,442.0
2018-11-16,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,25.2,18.3,1041.0,794.0
2018-11-17,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,29.0,16.5,537.0,496.0
2018-11-18,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,28.5,18.8,321.0,342.0
2018-11-19,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.6,23.4,14.2,942.0,771.0
2018-11-20,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0,19.5,14.2,389.0,407.0
2018-11-21,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,20.4,15.1,3648.0,3335.0
2018-11-22,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,28.8,17.5,3657.0,3367.0
2018-11-23,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.1,29.5,18.6,3582.0,3175.0
2018-11-24,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9.2,25.8,19.4,948.0,1000.0
2018-11-25,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.1,24.5,18.8,1207.0,977.0
2018-11-26,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.6,22.5,17.6,3520.0,3081.0
2018-11-27,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,25.2,15.5,3664.0,3267.0
2018-11-28,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,28.8,19.4,4844.0,4277.0
2018-11-29,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,29.8,19.2,4875.0,4114.0
2018-11-30,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,31.5,20.0,5477.0,4693.0
2018-12-01,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,76.6,26.6,18.9,2187.0,2436.0
2018-12-02,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30.6,26.7,19.0,359.0,430.0
2018-12-04,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.0,16.9,3502.0,3063.0
2018-12-05,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,29.8,20.2,3488.0,2914.0
2018-12-06,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,29.4,17.9,3702.0,2854.0
2018-12-07,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,24.5,17.2,3587.0,2789.0
2018-12-08,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,13.7,1044.0,1046.0
2018-12-09,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,26.8,13.3,381.0,418.0
2018-12-10,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,30.0,15.7,2923.0,2490.0
2018-12-11,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31.5,19.2,2975.0,2548.0
2018-12-12,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33.6,20.2,2963.0,2544.0
2018-12-13,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,32.0,20.5,2746.0,2336.0
2018-12-14,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.2,33.5,19.6,2732.0,2181.0
2018-12-15,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33.6,22.4,731.0,769.0
2018-12-16,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,32.6,22.3,491.0,526.0
2018-12-17,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7,34.1,22.3,2334.0,1960.0
2018-12-18,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.4,34.4,20.7,2439.0,2162.0
2018-12-19,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.8,31.2,21.6,2226.0,1950.0
2018-12-20,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0,33.6,21.7,2099.0,1921.0
2018-12-21,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,32.2,22.3,1734.0,1530.0
2018-12-22,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,33.0,21.7,502.0,396.0
2018-12-23,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,30.2,21.0,220.0,224.0
2018-12-24,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.2,28.4,19.9,291.0,261.0
2018-12-25,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,24.2,19.3,127.0,158.0
2018-12-26,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,27.3,18.0,784.0,632.0
2018-12-27,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28.7,19.0,762.0,614.0
2018-12-28,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,28.9,18.9,794.0,569.0
2018-12-29,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6,30.4,18.8,359.0,283.0
2018-12-30,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,32.4,19.1,174.0,244.0
2018-12-31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,31.0,19.1,240.0,254.0
2019-01-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31.8,18.7,193.0,134.0
2019-01-02,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7,32.0,21.0,1130.0,927.0
2019-01-03,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,33.3,20.6,1424.0,1225.0
2019-01-04,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.8,29.4,20.7,1759.0,1506.0
2019-01-05,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25.6,24.7,20.3,396.0,389.0
2019-01-06,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,22.1,29.6,20.1,604.0,502.0
2019-01-07,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0,33.5,20.6,2376.0,2027.0
2019-01-08,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,33.0,21.8,1930.0,1740.0
2019-01-09,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,34.5,21.6,1974.0,1760.0
2019-01-10,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.5,22.5,2052.0,1694.0
2019-01-11,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.2,20.3,1977.0,1639.0
2019-01-12,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25.4,30.8,19.8,461.0,446.0
2019-01-13,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31.5,21.0,242.0,221.0
2019-01-14,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.5,21.6,2273.0,2117.0
2019-01-15,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31.8,22.7,2223.0,2020.0
2019-01-16,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.8,31.0,20.2,2387.0,2124.0
2019-01-17,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2,33.7,19.6,2232.0,2134.0
2019-01-18,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.2,32.8,19.5,2160.0,2028.0
2019-01-20,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,32.0,22.1,263.0,280.0
2019-01-21,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,33.9,21.8,2215.0,1991.0
2019-01-22,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31.5,21.4,2145.0,1892.0
2019-01-23,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0,32.2,21.3,2219.0,1956.0
2019-01-24,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,30.5,18.6,2170.0,1765.0
2019-01-25,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.0,27.4,18.0,365.0,368.0
2019-01-26,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23.5,28.7,16.5,374.0,396.0
2019-01-27,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,31.0,19.0,229.0,261.0
2019-01-28,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,34.0,21.3,2248.0,1954.0
2019-01-29,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,32.7,22.7,2286.0,2004.0
2019-01-30,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,35.1,18.0,2333.0,2069.0
2019-02-01,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,35.5,21.7,2277.0,2025.0
2019-02-02,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,35.9,22.5,75.0,638.0
2019-02-03,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,31.4,22.8,564.0,537.0
2019-02-04,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.0,24.0,17.6,2272.0,2372.0
2019-02-06,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,19.5,17.0,2427.0,2313.0
2019-02-07,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.2,27.7,17.1,2782.0,2609.0
2019-02-08,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,30.4,17.8,2980.0,2640.0
2019-02-10,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,35.3,18.8,310.0,339.0
2019-02-11,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,32.8,21.8,3106.0,2732.0
2019-02-12,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,29.5,21.7,2936.0,2739.0
2019-02-13,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,22.2,18.8,2997.0,2742.0
2019-02-14,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,24.2,18.1,3176.0,2887.0
2019-02-15,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,23.4,17.9,2920.0,2684.0
2019-02-16,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,39.2,24.8,18.9,915.0,1159.0
2019-02-17,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,44.2,25.4,19.4,368.0,391.0
2019-02-18,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,30.2,19.7,5029.0,4571.0
2019-02-19,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,31.2,20.9,4071.0,3863.0
2019-02-22,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.2,29.6,20.3,3983.0,3085.0
2019-02-23,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9.8,31.6,19.6,1192.0,1099.0
2019-02-24,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,32.5,22.1,356.0,347.0
2019-02-25,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6,31.6,19.3,3825.0,3649.0
2019-02-26,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47.8,27.6,18.3,3705.0,3380.0
2019-02-27,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0,27.8,18.2,3690.0,3655.0
2019-02-28,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.6,22.7,20.2,3615.0,3193.0
2019-03-01,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.1,23.4,19.3,3072.0,2699.0
2019-03-02,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4,28.0,19.6,667.0,614.0
2019-03-03,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,31.0,29.5,19.1,300.0,263.0
2019-03-04,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,28.8,19.6,503.0,445.0
2019-03-05,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,31.2,20.1,359.0,323.0
2019-03-06,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,31.4,19.8,920.0,753.0
2019-03-07,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,29.2,20.3,3211.0,2849.0
2019-03-08,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.4,30.0,20.0,3094.0,2682.0
2019-03-09,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,33.5,18.5,1027.0,1225.0
