,week,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,precipitation,max_temperature,min_temperature,8012,8022
2019-03-10,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42.0,27.8,18.4,332.0,327.0
2019-03-11,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.2,24.4,18.7,3625.0,3429.0
2019-03-12,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,30.7,19.5,3935.0,3461.0
2019-03-13,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.4,29.5,20.7,3862.0,3506.0
2019-03-14,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,29.1,20.5,3818.0,3334.0
2019-03-15,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5,29.0,20.3,3468.0,3098.0
2019-03-16,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.5,28.8,20.8,1116.0,1371.0
2019-03-18,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.4,30.3,21.4,3727.0,3397.0
2019-03-19,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,31.1,22.1,4007.0,3404.0
2019-03-20,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,26.9,20.3,4166.0,3628.0
2019-03-21,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,21.9,17.0,3883.0,3446.0
2019-03-22,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.2,22.2,15.8,3469.0,3048.0
2019-03-23,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,29.0,16.4,1194.0,1423.0
2019-03-24,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,29.2,20.1,336.0,343.0
2019-03-25,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,31.4,18.6,3526.0,3321.0
2019-03-26,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,30.1,18.9,3751.0,3409.0
2019-03-27,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,29.2,18.6,3691.0,3354.0
2019-03-28,13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,25.3,19.5,3554.0,3257.0
2019-03-29,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,25.8,17.5,3497.0,3241.0
2019-03-30,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,27.8,17.3,1263.0,1350.0
2019-03-31,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,28.3,17.5,310.0,304.0
2019-04-01,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,27.7,18.8,3312.0,3091.0
2019-04-02,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.1,17.5,3477.0,3392.0
2019-04-03,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.8,17.7,3612.0,3370.0
2019-04-04,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,32.0,18.3,3428.0,3236.0
2019-04-05,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,31.4,21.6,3365.0,3118.0
2019-04-06,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,30.2,23.3,1296.0,1429.0
2019-04-07,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.4,27.2,21.2,343.0,309.0
2019-04-08,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,24.0,20.6,3200.0,3063.0
2019-04-09,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.8,21.4,18.5,3581.0,3239.0
2019-04-10,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,22.0,16.7,3607.0,3413.0
2019-04-11,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.0,17.8,3597.0,3352.0
2019-04-12,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.2,19.1,3831.0,3137.0
2019-04-13,15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.7,19.7,1681.0,1737.0
2019-04-14,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9.4,22.2,18.4,309.0,329.0
2019-04-15,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.4,28.0,18.5,2678.0,2545.0
2019-04-16,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.7,19.7,2928.0,2719.0
2019-04-17,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.8,27.7,19.3,2907.0,2627.0
2019-04-18,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,26.9,16.9,2434.0,2241.0
2019-04-19,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.2,15.6,299.0,267.0
2019-04-20,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.3,16.4,402.0,377.0
2019-04-21,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.6,19.2,216.0,198.0
2019-04-22,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.4,20.4,3288.0,3165.0
2019-04-23,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,27.9,20.8,3597.0,3348.0
2019-04-24,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,29.2,20.0,3728.0,3252.0
2019-04-25,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,28.8,20.7,3447.0,3343.0
2019-04-26,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,27.8,20.6,2146.0,2258.0
