1,1,1824.2112813327844,1431.1579121221205
2,1,1824.2040121043967,1428.7050003123113
5,5,1818.368480957499,1426.307204363212
5,6,1810.4001837706562,1423.2795939716511
5,7,1804.6113319836518,1421.696999656762
5,8,1805.8456035650843,1420.3568134885884
5,9,1803.9773268439922,1417.0672584234137
5,10,1803.0040229055942,1417.6312854523349
5,11,1799.9820623003925,1416.5646431776418
5,12,1804.4681239405313,1415.3288053586955
5,13,1795.8192379662646,1412.378155509111
5,14,1802.1336666977572,1411.8713376279318
5,15,1808.3644024834464,1410.9162300334006
5,16,1808.6608678579394,1409.2119398738257
5,17,1810.6299997602343,1407.6687503978203
5,18,1809.0886985751056,1406.6501645679816
5,19,1804.3694552259471,1404.3001603524658
5,20,1801.391832553799,1403.7703158448915
6,5,1800.289659968184,1403.75996200835
6,6,1800.0077325671652,1402.3076427593237
6,7,1793.2263816429052,1401.6076117324399
6,8,1792.2412537491184,1400.999029245067
6,9,1790.0798894412535,1400.5024566034795
6,10,1789.590890554474,1400.2618001180288
6,11,1789.2732027041995,1400.2481096548586
6,12,1788.2684003507757,1399.4725850657726
6,13,1787.6121291652237,1397.6825740435938
6,14,1779.9429699264176,1398.230887194095
6,15,1764.1145076303142,1398.563796382623
6,16,1753.1111079672921,1397.552947830602
6,17,1751.235519636949,1396.9482064819656
6,18,1756.5478431847012,1395.3404149539147
6,19,1756.7189222220843,1395.1749893933759
6,20,1759.072709212526,1395.4241845233723
7,5,1757.5413434892716,1395.9412665632813
7,5,1759.3999559584101,1394.661271533803
